"","STLD","FSLR","ACGL","TRGP","EQT","PCG","CSGP","INVH","KDP","ON","VICI","WBD","CPT","MOH","NDSN","FDS","SEDG","EPAM","BRO","MTCH","TECH","MRNA","CRL","PTC","CZR","GNRC","NXPI","MPWR","TRMB","ENPH","TSLA","POOL","ETSY","TER","BIO","TDY","TYL","WST","DPZ","DXCM","CARR","OTIS","IR","PAYC","LYV","STE","ZBRA","ODFL","WRB","NOW","LVS","NVR","CDW","IEX","LDOS","TMUS","MKTX","AMCR","CTVA","DD","DOW","WAB","ATO","TFX","CE","FANG","LW","JKHY","KEYS","FTNT","ROL","ANET","CPRT","BR","EVRG","MSCI","TTWO","HII","NCLH","CDNS","SBAC","IQV","AOS","MGM","PKG","RMD","BKR","ALGN","HLT","EG"
"VICI",0.386259023165528,0.277787374312247,0.484054409224158,0.438504918564266,0.261682356621496,0.373209630803365,0.420815742766304,0.60699627317269,0.30621302449665,0.45188597923483,1,0.302341474374789,0.547087356047018,0.311611291141923,0.454556257002628,0.3837141124627,0.333367960241749,0.281758836134521,0.437303411985067,0.328922968946516,0.304486770863569,0.107254134469035,0.413766410576586,0.512068860236492,0.59275359083957,0.367401998838351,0.439727874398868,0.372623476248821,0.501924330149181,0.318242707079699,0.273379048701861,0.314744786921635,0.2612434905056,0.37115567008604,0.22730671854531,0.519227728059605,0.294877918030423,0.22988801751498,0.107025225477305,0.305761887807493,0.41683540290202,0.432779383878744,0.520214785296555,0.430712618007767,0.517370126785139,0.372163437689518,0.423839303455182,0.392140676359021,0.470602344740551,0.340915803495277,0.445620053859653,0.480580491538868,0.455105446066557,0.417309399069078,0.409813840866948,0.301403391387502,0.23037723945555,0.512356951412459,0.412455794509234,0.494208299289902,0.500836748686389,0.489096786874743,0.354321830903922,0.425850778709439,0.551901524677129,0.350734423343511,0.44984988721743,0.283404885572651,0.317666874361394,0.254637903041252,0.297549784609884,0.316580494292405,0.465305429963241,0.448119041371218,0.351699994028968,0.419117967696872,0.152659641242909,0.384478158026415,0.492582653588156,0.324891720721565,0.399839318613053,0.520141715549788,0.398234393152927,0.580897476122234,0.415489776686219,0.203515708758734,0.376413926634869,0.412616131418964,0.524829516894261,0.403469299958709
"WBD",0.292030933474283,0.170036405120122,0.269540658149104,0.263700198562056,0.21338102239107,0.197464097176041,0.239698994432478,0.268753220557404,0.180300473624694,0.307406711614746,0.302341474374789,1,0.274516778238028,0.153664072841529,0.285999311617184,0.192446807576968,0.218467964724163,0.176212898585754,0.235902667561161,0.258941722739192,0.169975725287423,0.0959548755029142,0.213252697934038,0.213777865968272,0.381610936087234,0.270138035716408,0.319777694544937,0.255504380139284,0.335579996535752,0.18760401330105,0.255642494010992,0.239872459561093,0.207627532419831,0.265917130053996,0.12331272700676,0.333496130225076,0.224793782845128,0.16147620330923,0.114773431468093,0.138211219714212,0.242781367657006,0.229995854017728,0.346961323024267,0.243780041583217,0.383566444656085,0.256133125086276,0.346689144579671,0.238914763443107,0.251277589083484,0.174163822051325,0.378432801707305,0.320404368766279,0.308023723450083,0.271778582541748,0.229633380255784,0.199535962269888,0.149363459258476,0.329091624975761,0.26369438275753,0.341314654219003,0.367101781158665,0.363585539201311,0.249021292846713,0.263952713926349,0.415197536354368,0.262305961971599,0.29311288127886,0.173117832729806,0.262304220850371,0.110910516184759,0.09226284199136,0.171021120127325,0.316191735051792,0.256726363478486,0.235724593156538,0.204296268232046,0.172906496428412,0.279321332682386,0.399390150030653,0.140365450342691,0.136728163387164,0.258570636948276,0.303288527434216,0.402480421714859,0.348620443747976,0.137930502548265,0.254478752371605,0.304384077660146,0.380814512284916,0.213629613223315
"CPT",0.331495759897222,0.240953919921967,0.443179373903326,0.325648741294346,0.178225487740089,0.360952834862908,0.396938312177242,0.748967589668398,0.29253425286023,0.305674950861261,0.547087356047018,0.274516778238028,1,0.33027781572913,0.478145705794872,0.4401394198903,0.245570167758122,0.238202997563879,0.464932792366939,0.246002121504123,0.34037901252027,0.13755916082145,0.402103715472024,0.35866975167484,0.382369784625939,0.349321807588486,0.362526266670282,0.30920492076832,0.428040454383579,0.24521327073495,0.196320979426839,0.372165207784304,0.183385696202977,0.340547039072492,0.281215512274176,0.419695805512799,0.359533354315483,0.322568785707881,0.175928650889357,0.213804192158894,0.325622393188057,0.421712715636649,0.449589327877761,0.357160342952211,0.366949190024071,0.433198042390779,0.414663300529348,0.334589651553329,0.456825594380141,0.289207976287621,0.255837107655642,0.499129943407793,0.478209864748078,0.478128534175793,0.400766231260581,0.302269038275385,0.295543072734071,0.457704188966214,0.380775477211678,0.412210402556647,0.394658153208505,0.47113206884961,0.588171892556887,0.425150457628686,0.449686263351573,0.245913244548727,0.342657012543598,0.377312350950468,0.311599445182355,0.216408894383992,0.287894938971744,0.289642604843165,0.434839354104431,0.459701998652667,0.596664091267445,0.387134026120309,0.126157140359771,0.420104337751794,0.33158614431628,0.296576174171066,0.513635581757584,0.511270213278668,0.398428942527233,0.366253210765959,0.433446620414148,0.318861986855209,0.32993710907796,0.356193396588766,0.39397142552208,0.346356072673784
"MOH",0.265300691735219,0.187399987687884,0.29688437874752,0.17734443431946,0.175447150652511,0.260497408622867,0.329649524046216,0.364824958791479,0.271491249399526,0.202665024866425,0.311611291141923,0.153664072841529,0.33027781572913,1,0.380518792359379,0.37214542612423,0.209065035779312,0.1734670089875,0.380750463553072,0.182045599938361,0.302419663627668,0.0537785250490729,0.342569055938184,0.301326080540766,0.216241716588275,0.27000818156492,0.249909850756532,0.242618092241484,0.245460945792344,0.22272793135944,0.199284396252372,0.283577059476173,0.220099752269087,0.209142760296858,0.29398689514632,0.32912548875404,0.280497049607398,0.343515057202567,0.160804856174705,0.295689571176805,0.201918885649745,0.202595358949978,0.270818499335378,0.218952819048689,0.182867291732304,0.34474411972587,0.259291224380072,0.288196438175259,0.311228068672351,0.230292949430776,0.128300222287815,0.30983684356562,0.342461147540035,0.343483580677262,0.306713975776885,0.265934914812019,0.224020297255315,0.29788752434434,0.255712913853623,0.291609516470866,0.224246335095411,0.258642203402588,0.33623654414419,0.326932632005579,0.266959276358857,0.168747608703634,0.248972236939374,0.322044404285743,0.295578674501854,0.23838208554372,0.334510367777376,0.243805863321486,0.314891505337704,0.359264837519807,0.325034717730122,0.333141878629786,0.146490087471442,0.327370332868677,0.12743457924835,0.288890852597441,0.349938016449205,0.393455640548446,0.249993287019987,0.149497615035587,0.28995664395788,0.294600931107571,0.185664332939705,0.251367684143882,0.236979138388391,0.264904046451264
"NDSN",0.457964527521478,0.335746628408735,0.474274743953911,0.335578474768332,0.245166872418759,0.328234098467967,0.461065375412017,0.5344819840914,0.334372731082463,0.502875144775488,0.454556257002628,0.285999311617184,0.478145705794872,0.380518792359379,1,0.565484109901873,0.401713775059581,0.341680998551023,0.539336715010016,0.396958950131579,0.405531032190178,0.165708325547798,0.481229320362468,0.475042616462092,0.447811696843021,0.457075566420884,0.575291276638236,0.498842163205971,0.567864109485204,0.369020167740991,0.319913473516988,0.532761464639703,0.368047464916193,0.524682723567358,0.403932083068942,0.55920433278043,0.437186088909768,0.446462103427021,0.254529431693269,0.364104275221128,0.470562507809973,0.53560078497936,0.618968209637491,0.44770536874737,0.365287368372896,0.50999997446699,0.548008190986309,0.522222506524485,0.468456554227255,0.421235488572151,0.332116374734228,0.569456975964414,0.603616664870859,0.638948760487592,0.37731382409126,0.326322542552258,0.360691302227973,0.588047013463965,0.397748173495236,0.609906310719963,0.477469096039257,0.571412805245104,0.423382842680411,0.475252700997523,0.560905436828439,0.277007119309977,0.401740611771531,0.43413233075264,0.515430816736883,0.376230588468131,0.422760351454926,0.429662375373395,0.593510709044326,0.588014864291622,0.448687137654984,0.567903127990635,0.239055721127822,0.409812685635941,0.358589667683432,0.497273677100591,0.444503085845403,0.614646437629772,0.549232254136315,0.439282417762151,0.495063441686784,0.393433162667353,0.355001787216082,0.468317947290042,0.442408179134807,0.407639404982493
"FDS",0.338068038017283,0.284261871005855,0.402846428677177,0.227684062908536,0.143081482875147,0.256343047490548,0.451300839208015,0.523281461792153,0.341416002836359,0.337710482953912,0.3837141124627,0.192446807576968,0.4401394198903,0.37214542612423,0.565484109901873,1,0.290917046067761,0.319487434506512,0.565129139988017,0.323608707334159,0.393283090756911,0.164522874837914,0.451221412791004,0.419794643287819,0.291798970414005,0.400087066367203,0.421315177086884,0.440714111563665,0.456837961253232,0.296093453529151,0.308072852817777,0.495430008171185,0.364355776458062,0.423341690288857,0.412021893608048,0.443857453753716,0.451086903288116,0.435454370855586,0.309742344615004,0.414559358729971,0.312261833688156,0.396135687411974,0.408590990012209,0.407824637632419,0.260887314832978,0.489027428744408,0.435149314421138,0.449814820976961,0.401374766222424,0.462734890998974,0.184975332450847,0.463561258275953,0.484275345331659,0.497391751179972,0.37320588413225,0.386759124490347,0.426498751041588,0.470618905659131,0.283126378314153,0.402058065145417,0.282580776618151,0.367324380511625,0.399412297880544,0.408680298534181,0.37410700801286,0.158294784235804,0.279379401891441,0.430400639343557,0.440953368555216,0.397699521658905,0.441136480846649,0.412689777237066,0.520864775777411,0.576781906661032,0.408350045329344,0.644544700537366,0.284405303764128,0.36020404802539,0.185379679010637,0.499145517739987,0.485539996003186,0.525139568515349,0.389397300338415,0.306998964592052,0.356686117352401,0.425732577959684,0.249319548588687,0.340895997675181,0.278470243721493,0.348220190651256
"SEDG",0.278242729569925,0.591410562308748,0.190869858590501,0.250098669181015,0.169337734014647,0.223831154920393,0.360526893485769,0.305864155154263,0.149689055757144,0.454970831729629,0.333367960241749,0.218467964724163,0.245570167758122,0.209065035779312,0.401713775059581,0.290917046067761,1,0.236923938422299,0.241795922189884,0.423042341829166,0.354388785739791,0.213566388274579,0.380520687781708,0.41725242957085,0.390944897980958,0.525344439806699,0.462451880477893,0.499540964669206,0.377123548464858,0.782382230026625,0.41003632775032,0.378049174121261,0.412465144644966,0.459263279539675,0.297912103836814,0.339898877991848,0.364062486533547,0.277858129742213,0.231628889211684,0.286092424915247,0.279865888787783,0.244361539890241,0.334398549389004,0.423520404716024,0.312557643032597,0.329719320183328,0.421992489540312,0.346980460937503,0.149192592211555,0.40944540665584,0.254381047127193,0.361228392279471,0.3584943411159,0.300709107146199,0.161162519746328,0.224829520138018,0.275044023870582,0.287780555456566,0.244201512210939,0.343115401782829,0.266652602173897,0.337946674833639,0.149479514916366,0.250858651409144,0.34451262708984,0.244661396545197,0.238854025899219,0.180869107656548,0.411713519340297,0.341041140339871,0.234223302770579,0.295816634878976,0.4182468344752,0.325105320724026,0.165585239408435,0.369636227654961,0.214991033823493,0.181027116588272,0.35425121432431,0.446123125797494,0.267562480221182,0.395385266453957,0.313584014440433,0.317530526324574,0.213664597639347,0.305551827639056,0.228618930738685,0.363052679798653,0.353136734205183,0.12020440927061
"EPAM",0.17558066069085,0.203849496009251,0.165279603387753,0.128767808524115,0.0548523158322912,0.184400993603999,0.373461059206149,0.349608642645713,0.152085537309129,0.373291507743907,0.281758836134521,0.176212898585754,0.238202997563879,0.1734670089875,0.341680998551023,0.319487434506512,0.236923938422299,1,0.270570225450438,0.332827374915966,0.366814997441437,0.191937860201516,0.403955653315571,0.357856592975049,0.308648667527814,0.338744376428045,0.409854564865236,0.461870846880176,0.405899372259342,0.27182033085032,0.272151386099432,0.347726633566906,0.316138832888773,0.395672277109802,0.385476488736942,0.270142601871385,0.407953563567181,0.354141189002845,0.265736062543779,0.293382991289168,0.239475776467051,0.268914455704863,0.323455259817285,0.373195253129155,0.2522765343425,0.28775935052855,0.395676000402789,0.320350886837022,0.155596579063878,0.454085296658331,0.269048602953087,0.282317380174365,0.37362698702179,0.289827090326284,0.0522035580144583,0.240759253224315,0.265543101585154,0.285574606825835,0.138694021941855,0.270795293007754,0.173465595340691,0.266303380775636,0.106893526589383,0.256682884556928,0.301129033053269,0.0478923907533358,0.182838851722865,0.206229194736728,0.413796805803211,0.300454039021204,0.226008103483754,0.348675387381795,0.415343517660685,0.375111769325597,0.12160024221146,0.476448469679824,0.25618254118075,0.0401917152807106,0.23243945170043,0.4500631185631,0.306599659524232,0.413221710908623,0.262218356270787,0.281214624404158,0.201134357712749,0.256128070325569,0.0987967478722662,0.335138215127641,0.304743610471753,0.16385716851657
"BRO",0.415442333997906,0.23365351941441,0.577776272443103,0.33937621136649,0.186836111127486,0.326433515997365,0.450250834190061,0.52132794947313,0.347483770227696,0.367184495494678,0.437303411985067,0.235902667561161,0.464932792366939,0.380750463553072,0.539336715010016,0.565129139988017,0.241795922189884,0.270570225450438,1,0.291022365926264,0.356418451108671,0.111542082529971,0.390487050569263,0.424936007740551,0.386955588048881,0.355375571297501,0.420893518494514,0.402657577981417,0.485881520711581,0.256522363452523,0.256280449668107,0.424938239577699,0.300347537442586,0.416308181046806,0.345113512149542,0.514474206518214,0.447952788396956,0.388160823539175,0.287772154178353,0.405210388039307,0.309310552016492,0.439083962298856,0.491619153116518,0.436230964578947,0.341617979279137,0.515799199717858,0.426827930329875,0.431626477239363,0.620957812926289,0.423114243493439,0.272735428412716,0.468956959686767,0.532210582910086,0.545808908285548,0.413425228413673,0.393846876177031,0.327094022538024,0.502571343637962,0.363898810154845,0.482712290906385,0.36866469939557,0.465962151798787,0.457057049434059,0.429434858053753,0.442434135762681,0.24854061785694,0.392664405037587,0.44802925628398,0.408656186926741,0.404308884084973,0.479942234825369,0.383662688359848,0.557923867179438,0.576348393442594,0.443504083163955,0.509389110003793,0.236920835618773,0.42103676960839,0.2765251298848,0.487755642787021,0.426314530566006,0.531391570739046,0.444412882262606,0.405825904732332,0.437402313865416,0.386014242234289,0.308025051819337,0.346766998117748,0.419311135912739,0.540887424686111
"MTCH",0.22993779606792,0.266393146920759,0.148696753446547,0.224032498897942,0.171806313317972,0.228338229964845,0.417367813828848,0.314637174554682,0.186015493354701,0.443759872514689,0.328922968946516,0.258941722739192,0.246002121504123,0.182045599938361,0.396958950131579,0.323608707334159,0.423042341829166,0.332827374915966,0.291022365926264,1,0.421804973470231,0.199788663822235,0.449633809469644,0.471197164999887,0.450698837899817,0.416540318767616,0.448720078059566,0.493032590051681,0.47482775813142,0.381244656885234,0.39221165187653,0.392301288294075,0.477797685931946,0.474887053635944,0.371154775378624,0.347605319551529,0.445299250786466,0.36922300482067,0.224579455126554,0.35239014184422,0.287238739742634,0.283067043135024,0.369059626314405,0.501333927950046,0.355999265847169,0.369758524707059,0.469820352637253,0.368934391591143,0.156652436141714,0.481966793350824,0.310635708177031,0.362321285515106,0.392718840985547,0.314003303800958,0.234293889722682,0.242316705550454,0.337898290205999,0.282348152295635,0.225435926585962,0.378812810315629,0.269738517747727,0.296323404308589,0.136347765296779,0.353251554261485,0.370394676360462,0.202451628529433,0.245409630880293,0.265002151562052,0.398607564626292,0.394353125604813,0.237031255977363,0.325206332864182,0.449715336365874,0.398404420570687,0.163938614736229,0.440566942593717,0.344992505089511,0.171953111518496,0.337991361406616,0.471712399316595,0.306663727740022,0.464521321125035,0.30671405228215,0.382157809928449,0.200566518562812,0.357556314021542,0.193206304168804,0.444802634761945,0.368819450369404,0.123877539204951
"TECH",0.253370263889243,0.306402550106911,0.181576720293598,0.221910108139407,0.0954434654362954,0.230334342038794,0.451148457637023,0.376989710827383,0.195220002016757,0.412786461400828,0.304486770863569,0.169975725287423,0.34037901252027,0.302419663627668,0.405531032190178,0.393283090756911,0.354388785739791,0.366814997441437,0.356418451108671,0.421804973470231,1,0.314882432415947,0.578433918501801,0.506164603907081,0.371080781110304,0.456661781933783,0.470542556494893,0.496266008170148,0.522550583022547,0.381985068517298,0.350548057269753,0.423972375392073,0.432174214856079,0.480498049203722,0.601421840306402,0.385879108154862,0.549545009099536,0.562128534324018,0.333905116817129,0.458291624746135,0.291352500205415,0.317803882365772,0.356158459626921,0.453176640451953,0.288244859696599,0.450549741475148,0.442375886784262,0.442959733213092,0.184204477353223,0.525184038507206,0.288002862397338,0.329627536344604,0.43036485349899,0.411644737154867,0.199907784769988,0.282576014244183,0.343717109267298,0.303082740492726,0.230310891842609,0.315465767648376,0.235600222189466,0.292619820939398,0.166361224631525,0.424088300813698,0.340820542073139,0.138586197637387,0.234731897453685,0.315666682606369,0.484485520759892,0.419108287794311,0.347954861994126,0.341197822602053,0.429259833927404,0.428765615623505,0.196989017378216,0.559490330213998,0.335469405108402,0.172934204694611,0.239300746160869,0.519264340421044,0.416443204833256,0.592789435049861,0.330789186931237,0.307591511957914,0.251987719841213,0.40120320567006,0.129066343974137,0.453482456481766,0.322276405318391,0.152778414313098
"MRNA",0.0650265587933507,0.169331765948377,0.014342780316872,0.0645411827577314,0.0965247037124725,0.0747107310616861,0.239235671877124,0.138526082080538,0.0838323688446788,0.212822906718156,0.107254134469035,0.0959548755029142,0.13755916082145,0.0537785250490729,0.165708325547798,0.164522874837914,0.213566388274579,0.191937860201516,0.111542082529971,0.199788663822235,0.314882432415947,1,0.268548049584733,0.219363131068499,0.153037963560046,0.248058879194821,0.248597761300708,0.271755250533152,0.228147017168589,0.24270483414603,0.226282803709101,0.185541070239365,0.261173677524646,0.26303947580195,0.28691189352776,0.159949353895882,0.253078447977217,0.30749037311479,0.168715097598905,0.290984865595462,0.166199119537905,0.151956515440028,0.124272687042935,0.200562354842815,0.0599475702581533,0.183439984619743,0.255293350717991,0.148167289775125,0.0252216996339683,0.269683716201166,0.0479801023180783,0.139692849097315,0.145963865227549,0.154278134123513,0.0702380655691124,0.14709511060992,0.261207228157156,0.155947404198619,0.0667086532108724,0.138571501378023,0.070320430530157,0.106897738886377,0.0749776366730623,0.170527986080678,0.0888178251970979,0.0379724629997629,0.0572395891963272,0.101622629830319,0.272305731479048,0.261023894535406,0.143739102410525,0.186003298051179,0.194399086448695,0.155135814301387,0.0815497918844141,0.256219763375346,0.15635466490697,-0.00356877280515756,0.0702833511780428,0.234594544203621,0.181785508554236,0.239570455092296,0.136209285045172,0.0969407403439056,0.0953695519127399,0.197387741345937,0.0448848948029167,0.22997228919906,0.0645734087683367,0.0487920311562941
"CRL",0.297449610466675,0.301792185300057,0.29267931786474,0.257159051358117,0.177257698910057,0.239693167772146,0.46573123328321,0.504585884374839,0.257298343318204,0.452903850641668,0.413766410576586,0.213252697934038,0.402103715472024,0.342569055938184,0.481229320362468,0.451221412791004,0.380520687781708,0.403955653315571,0.390487050569263,0.449633809469644,0.578433918501801,0.268548049584733,1,0.478220931375213,0.408471393629195,0.482196793600696,0.478803386949195,0.494368540620765,0.51258216268966,0.377748927034464,0.359816011299412,0.476465936165028,0.427663775329716,0.47182186732639,0.565710932733105,0.407947704640746,0.497901027854255,0.548612242147442,0.323443340627305,0.448586559836835,0.35109172998684,0.365255949882106,0.415695862538407,0.46605666769101,0.273470129883985,0.511244018576105,0.505897013346472,0.443163780244722,0.247264557538381,0.490610116953418,0.274463230842653,0.443760334194569,0.456989234625131,0.426585115755824,0.285664605748428,0.328317174405623,0.374177342774379,0.377207128863831,0.247041956806869,0.409119718111074,0.316133633066421,0.340689387256818,0.24538229889208,0.4344074053475,0.441967298174867,0.171078064710133,0.25789825569775,0.339185875876544,0.506872799700382,0.412137595592,0.351239571285132,0.337929829228243,0.495302523210012,0.458096511316622,0.283059988878082,0.5747163261728,0.292386943863858,0.245775652821896,0.274447650392769,0.505645073351047,0.446536689392878,0.722886981906106,0.401208701764336,0.369298141122553,0.324956454602402,0.409634106111542,0.221922877322504,0.496718362162817,0.325304994519866,0.250432779811432
"PTC",0.323351461919691,0.383252873397999,0.330509767689333,0.328555553553952,0.207480814930248,0.34742799920858,0.492208838550869,0.450277723821476,0.280594702219042,0.524377255862349,0.512068860236492,0.213777865968272,0.35866975167484,0.301326080540766,0.475042616462092,0.419794643287819,0.41725242957085,0.357856592975049,0.424936007740551,0.471197164999887,0.506164603907081,0.219363131068499,0.478220931375213,1,0.538576522191467,0.439095032167822,0.589386905342492,0.5902450925701,0.585545859584435,0.446533919625367,0.415074529010221,0.434737698013079,0.462949552477627,0.56662417087379,0.402734902420839,0.428987397250986,0.554570684237553,0.395856395373919,0.204734201297028,0.434233658527036,0.386877073434935,0.399796699273502,0.511468155370015,0.531830626381607,0.412101592850029,0.389878846874477,0.513047813650235,0.464946104496716,0.315535497262963,0.591108628618277,0.360494061510093,0.480479703415231,0.530909975587895,0.447129353873063,0.28538907248724,0.361061340949882,0.378317381519512,0.394014829755748,0.325336334477087,0.445782884320225,0.368945524049866,0.464834522841802,0.219172827687963,0.410712367733781,0.435844517530445,0.284891885353127,0.391099047814675,0.352032729790037,0.496154109294587,0.447669138740365,0.344847163294324,0.483323425438141,0.562397410875058,0.50141285499421,0.273886870660815,0.536575583188171,0.335136202319518,0.258184772014776,0.40912234085505,0.59192867090343,0.378359484285208,0.563300026489511,0.386684489190095,0.467654142829977,0.301444272014481,0.385254230052099,0.275782292720039,0.444122826514122,0.448083651335853,0.25164992495195
"CZR",0.414181082917426,0.291147737141442,0.35139952438784,0.509733186392434,0.236212584568134,0.339404653027818,0.399625017181117,0.409843644386923,0.195004952129402,0.55178863432309,0.59275359083957,0.381610936087234,0.382369784625939,0.216241716588275,0.447811696843021,0.291798970414005,0.390944897980958,0.308648667527814,0.386955588048881,0.450698837899817,0.371080781110304,0.153037963560046,0.408471393629195,0.538576522191467,1,0.416735093978573,0.52563735337097,0.484197149412511,0.553626881008252,0.386784430511101,0.373725800758096,0.356042473619693,0.399745409204532,0.479221956486476,0.261998152945533,0.494998616144483,0.36932949116333,0.269401325883506,0.175505504865287,0.333533782282971,0.370780098858281,0.29250748428838,0.554917215480434,0.460915349809129,0.603020013312419,0.304170227325567,0.464790643372507,0.430261031061596,0.363666890229738,0.402979275254618,0.526954520597472,0.479190640963157,0.50602137143911,0.390035021334456,0.328535382676187,0.282087661469858,0.217625071285274,0.429805182360287,0.333498983327449,0.551478385991411,0.520194162842242,0.530690031977382,0.202109228139036,0.401631824057944,0.563931877064466,0.40743258306368,0.423429116349781,0.274564192552456,0.366802990647771,0.362114791033013,0.188328893467263,0.342515672302707,0.505338064988084,0.382675692861589,0.226661274282186,0.431936067924548,0.221509043765285,0.283700730292925,0.650409337876301,0.389278254755541,0.272156736107461,0.489706099138617,0.4033700064817,0.766017929271273,0.362511451093283,0.231098792074458,0.415017969175151,0.469309397216998,0.654305036382554,0.301364113369041
"GNRC",0.341234311126454,0.403154365329104,0.255688448609644,0.25705343133596,0.194456851432337,0.238443944537641,0.430749482339308,0.390308369553884,0.191852979843935,0.458220665826743,0.367401998838351,0.270138035716408,0.349321807588486,0.27000818156492,0.457075566420884,0.400087066367203,0.525344439806699,0.338744376428045,0.355375571297501,0.416540318767616,0.456661781933783,0.248058879194821,0.482196793600696,0.439095032167822,0.416735093978573,1,0.494173638487615,0.519689973845566,0.479069704528954,0.496433723588222,0.38423969558525,0.498723620059896,0.486602890606558,0.485076778333265,0.42289705544062,0.379340908483119,0.485985379335482,0.430875269985097,0.271204364315855,0.344407377411614,0.390543066228656,0.356692428032212,0.414968131787862,0.435517007114448,0.309272898502294,0.37762530097668,0.500094040364356,0.470265873087647,0.207483339667136,0.455356523648301,0.271064469493874,0.437991578890597,0.389062047076979,0.388424262371071,0.25106660051967,0.263132896752917,0.312723707287045,0.334712302157399,0.264020709344807,0.365484750053138,0.32290482456709,0.376260380980537,0.219925607378024,0.335359168835765,0.426837268066131,0.177455927105152,0.214240367698403,0.309399392365106,0.440138585464883,0.355168037612891,0.281880023008693,0.365937274007764,0.464324158722128,0.426784184646524,0.236964987820103,0.47602181910693,0.299226122428949,0.239319743704464,0.295588485026336,0.485898224315423,0.351784775969061,0.49413316809352,0.393500033862452,0.329212309776809,0.312480996368711,0.338283901636535,0.187171806770874,0.432708073505514,0.353246837519043,0.222068610737253
"NXPI",0.448963678683762,0.420657591140908,0.377213023473274,0.36999509058111,0.213831283969782,0.310493347672929,0.480109592658061,0.427815010985294,0.284092771127422,0.821297141016524,0.439727874398868,0.319777694544937,0.362526266670282,0.249909850756532,0.575291276638236,0.421315177086884,0.462451880477893,0.409854564865236,0.420893518494514,0.448720078059566,0.470542556494893,0.248597761300708,0.478803386949195,0.589386905342492,0.52563735337097,0.494173638487615,1,0.744946226012095,0.634525259227163,0.46056861109267,0.472468059710163,0.468906700790422,0.428983229054551,0.777114741863067,0.400163453119175,0.501911516909445,0.49965521373588,0.393774687815719,0.276401878515359,0.394958831698028,0.386975632489729,0.419127505251095,0.560178260565092,0.480194098012793,0.439230552206186,0.394785561751826,0.595043083114021,0.529950269174293,0.320975740231717,0.513022914230895,0.435871479539635,0.509464413366152,0.645905364257171,0.49233249239419,0.267325263138746,0.357331398651193,0.320369388863504,0.463768259250181,0.373190230721322,0.529941046861956,0.491905361788592,0.552710221120272,0.252896985491253,0.402994551165117,0.540119549353928,0.334002484646388,0.376154431406484,0.342668656344409,0.621206793377555,0.457054872424505,0.274029421156458,0.510202319783748,0.594348072945437,0.496752378362104,0.283645340064509,0.555758666768021,0.323685535533249,0.306449333512607,0.429749874743937,0.61579944664015,0.353029460579208,0.550899187113936,0.524293268773178,0.535805775791913,0.393897342944109,0.373565587538825,0.350335739798774,0.506982216204336,0.516116277548525,0.316016489571966
"MPWR",0.351432280163186,0.395466207186027,0.25363270372905,0.24534977248122,0.195709019116719,0.265189881891216,0.495528606082862,0.39967514828652,0.219424232109994,0.693253202127375,0.372623476248821,0.255504380139284,0.30920492076832,0.242618092241484,0.498842163205971,0.440714111563665,0.499540964669206,0.461870846880176,0.402657577981417,0.493032590051681,0.496266008170148,0.271755250533152,0.494368540620765,0.5902450925701,0.484197149412511,0.519689973845566,0.744946226012095,1,0.584373042013553,0.494364710553383,0.510677792819128,0.502580046634379,0.520268090317243,0.742403113682085,0.492323471575963,0.420093297319226,0.568844515958239,0.45989997691874,0.346704051336868,0.427116598840649,0.339250003876182,0.362873254186824,0.447674856704125,0.4940180559557,0.345089369155925,0.367358122750369,0.544627679536871,0.481357632316998,0.195886693967291,0.629054656835432,0.365585853600519,0.472225975304305,0.578613480038025,0.399208612231929,0.188964270449371,0.340203346988707,0.396639287204055,0.361478214536201,0.258239982459453,0.423178685827909,0.308339648405774,0.391328076293388,0.17342171828681,0.348566361671066,0.405382617198054,0.202691046111444,0.275799190765074,0.322505907410944,0.602056042211832,0.492723115540862,0.322827865513934,0.564783271167964,0.594654348263676,0.469661730902907,0.204742042871541,0.597782890739985,0.40971149432464,0.180454226597411,0.342346027035715,0.718410431477324,0.37572455263251,0.501610194877979,0.412439475438504,0.428150176075437,0.290816135904849,0.399832265831815,0.232187915805591,0.478922100312917,0.419761436627662,0.210564468344298
